name,two_or_more_races_percent,american_indian_alaskan_native_percent,asian_percent,black_african_american_percent,hispanic_percent,military_connected_percent,native_hawaiian_or_other_pacific_islander_percent,percent_of_gifted_students,economically_disadvantaged_percent,english_learner_percent,female_percent,school_enrollment,special_education_percent,title_1_school,white_percent
North Schuylkill JSHS,1.53,0.31,0.51,1.12,6.52,0.71,0.1,2.24,49.24,0.51,46.48,981,18.65,No,89.91
North Side El Sch,8.49,0.15,16.69,23.28,9.08,0.59,0,0.59,51.54,14.64,47.58,683,9.52,No,42.31
North Side Primary School,6.92,0,0,0.29,3.17,0,0,0,56.2,0.29,48.99,347,14.12,Yes,89.63
North Star Central El Sch,0.55,0,0,0.83,0,1.39,0.28,0,47.37,0,50.97,361,14.4,Yes,98.34
North Star East MS,1.62,0,0,1.3,0.97,1.3,0,0.65,49.03,0,44.16,308,18.51,No,96.1
North Star HS,0.91,0,0,1.21,0.6,2.11,0,5.14,35.95,0,43.2,331,16.31,No,97.28
North Strabane Intrmd Sch,5.38,0,2.93,3.18,2.69,0.73,0,3.18,22.98,0.98,51.34,409,17.36,No,85.82
North Wales El Sch,9.71,0,6.09,4.97,4.97,1.13,0.23,4.97,18.96,0.23,50.56,443,16.25,No,74.04
Northampton Area HS,1.92,0,0.64,3.04,12.73,0.16,0.05,1.92,31.33,1.17,47.52,1877,17.69,No,81.62
Northampton Area MS,2.75,0,0.46,3.21,13.22,0.46,0.08,2.98,35.22,0.99,48.36,1309,18.18,No,80.29
Northeast Bradford El Sch,0.92,0.31,0,1.53,2.15,0,0,0,43.56,0.31,47.24,326,20.25,Yes,95.09
Northeast Bradford JSHS,0,0.56,0.56,0.28,2.82,0,0,1.69,46.61,1.13,52.82,354,21.19,No,95.76
Northeast Community Propel Academy,3.7,0.16,19.8,22.76,33.61,0,0,0,74.28,31.64,48.23,1217,12.82,Yes,19.97
Northeast HS,6.22,0.42,24.09,26.31,28.28,0,0.19,1,65.93,28.53,43.67,3105,11.24,Yes,14.49
Northeast Intrmd Sch,7.54,0.29,5.32,16.05,32.59,0,0.39,1.16,79.4,7.64,52.22,1034,26.5,Yes,37.81
Northeast MS,2.94,0.13,1.2,12.02,58.88,0,0,3.6,66.22,7.61,45.66,749,23.63,Yes,24.83
Northeastern MS,4.85,0.63,1.25,7.98,10.33,0,0,1.41,35.68,2.35,51.17,639,15.02,No,74.96
Northeastern SHS,5.19,0.77,1.62,9.02,9.79,0,0.17,3.57,33.87,2.13,47.4,1175,14.55,No,73.45
Northern Bedford Co El Sch,1.86,0.23,0,0.7,1.16,0.23,0,2.09,43.16,0.23,48.72,431,13.69,Yes,96.06
Northern Bedford County HS,1.14,0,0.38,0,1.52,0,0,4.56,35.74,0,46.77,263,10.65,No,96.96
Northern Bedford County MS,0.58,0,0,0,0,0,0,6.98,44.77,0,49.42,172,16.28,No,99.42
Northern Cambria El Sch,2.02,0,0.4,0,0.4,1.21,0,0.4,69.35,0,48.79,248,19.76,Yes,97.18
Northern Cambria HS,1.17,0,0,0,0.59,1.47,0,2.35,46.04,0,48.09,341,15.54,No,98.24
Northern Cambria MS,0,0,0.38,0.38,0.76,0.38,0,4.2,61.45,0,52.67,262,19.85,No,98.47
Northern El Sch,2.97,0.27,1.62,1.35,7.3,0.81,0,0.27,35.14,4.05,48.38,370,17.84,Yes,86.49
Northern HS,1.22,0.19,1.79,1.69,3.57,0.94,0.28,6.02,21.54,0.56,51.83,1063,15.62,No,91.25
Northern Lebanon MS,1.69,0,0.56,0.75,12.55,1.12,0,6.55,33.33,2.06,46.82,534,16.67,No,84.46
Northern Lebanon SHS,1.3,0,1.15,1.01,9.24,1.01,0,4.47,31.89,1.73,50.36,693,29.29,No,87.3
Northern Lehigh MS,2.89,0,0.41,0.83,20.25,2.07,0,2.07,40.5,0.83,49.59,242,18.6,No,75.62
Northern Lehigh SHS,1.91,0.43,0.64,1.28,17.45,1.28,0.21,2.55,37.23,1.49,47.66,470,18.94,No,78.09
Northern MS,2.23,0,1.71,1.97,5.39,2.23,0,3.42,24.44,1.18,46.65,761,18.92,No,88.7
Northern Potter Childrens Sch,1.03,0.34,0.34,0,1.37,0.34,0,1.03,53.08,0.68,49.32,292,20.21,Yes,96.92
Northern Potter JSHS,0.95,0,0.47,0,0.47,0.47,0,4.74,52.13,0.95,48.34,211,23.7,No,98.1
Northern Tier Career Center,0,0,0.47,0.94,0.94,0,0.24,0,44.1,0,32.78,424,27.59,No,97.41
Northern Westmoreland CTC,1.86,0,0,10.7,0.47,0,0.47,0,60.23,0,31.4,430,33.26,No,86.51
Northgate MSHS,8.7,0,1.49,19.75,2.76,0,0.21,6.16,46.5,2.34,50.32,471,24.84,No,67.09
Northley MS,4.54,0,3.24,7.91,4.15,0,0.13,3.11,35.93,1.56,49.81,771,18.94,Yes,80.03
Northside El Sch,2.94,0,0,0,0.98,0,0,0,45.1,0,46.08,102,12.75,Yes,96.08
Northumberland County CTC,1.65,0,0.41,4.12,8.23,0,0,0,92.18,0,36.21,243,34.16,No,85.6
Northwest Area HS,1.58,0.23,0.23,0.68,1.58,0.23,0.23,1.35,52.14,0,46.73,443,25.96,No,95.49
Northwest Area Intermediate Sch,4.01,0.36,0,0.73,1.82,0.36,0,0.73,57.3,0,52.55,274,17.15,Yes,93.07
Northwest Area Primary Sch,2.86,0,0,0,0.48,0,0,0,53.81,0,49.05,210,12.38,Yes,96.67
Northwest El Sch,3.1,0.31,0,1.24,2.48,0,0,1.55,44.27,0.62,50.46,323,20.12,Yes,92.88
Northwest MS,0.86,0,0.43,8.51,83.84,0,0,1.08,95.69,25.54,48.71,928,28.77,Yes,6.36
Northwest PA Collegiate Academy,6.01,0.41,5.74,18.03,8.2,0,0,4.23,45.08,1.5,63.39,732,3.28,No,61.61
Northwestern El Sch,1.73,0,0,0,2.89,0.87,0,0.87,55.49,0,50,346,17.34,Yes,95.38
Northwestern Lehigh El Sch,2.76,0,0.25,1.25,2.51,0,0,3.01,22.56,1.5,49.37,399,17.54,Yes,93.23
Northwestern Lehigh HS,1.4,0.56,1.12,0.7,5.88,0,0,6.02,18.21,0.7,49.02,714,17.93,No,90.34
Northwestern Lehigh MS,3.12,0.42,0.62,3.12,4.37,0,0,5.2,21.83,0.83,50.52,481,20.17,No,88.36
Northwestern MS,2.96,0.66,0.33,0.66,1.97,0.99,0,1.97,52.96,0,47.04,304,25.66,Yes,93.42
Northwestern SHS,2.61,0.24,0.71,0,0.71,0.24,0,2.84,52.84,0,48.34,422,21.56,Yes,95.73
Northwood Academy CS,1.45,0.26,1.98,66.97,21,0,0.13,0,66.18,5.15,46.9,757,17.04,Yes,8.19
Norvelt El Sch,7.78,0,0,0.65,0.43,0,0,0.86,44.28,0.22,43.63,463,15.98,Yes,91.14
Norwin MS,3.66,0.12,1.3,1.06,1.53,2.13,0,6.49,27.27,0,50.41,847,14.4,No,92.33
Norwin SHS,3.2,0.12,2.52,1.17,1.54,1.23,0,8.13,23.34,0.37,49.32,1624,14.53,No,91.44
Norwood Sch,5.46,0.73,3.83,14.57,6.56,0.36,0,2.37,54.28,3.1,51.37,549,23.86,Yes,68.85
Nottingham Sch,4.98,0,0.21,2.9,39.21,6.02,0.21,1.66,41.7,20.33,50.21,482,16.39,Yes,52.49
Nye El Sch,7.08,0,2.06,0.59,12.98,0.88,0,0.88,32.45,2.95,50.15,339,17.11,Yes,77.29
OHara El Sch,8.03,0.14,6.74,1.43,3.59,1,0,3.73,12.34,2.01,50.93,697,10.33,No,80.06
Oak Flat El Sch,4.7,0,0.26,0,0.26,0,0.26,1.04,39.43,0,44.39,383,29.5,Yes,94.52
Oak Park El Sch,11.36,0.41,26.37,6.29,14.6,0,0.41,2.03,46.25,17.85,47.46,493,13.39,Yes,40.57
Oak Ridge El Sch,0.47,0.23,7.93,8.62,4.66,0,0.23,3.26,17.95,3.26,45.69,429,13.99,No,77.86
Oaklyn Sch,7.11,0,0.25,3.92,18.87,0.98,0,0.25,62.75,3.43,45.59,408,13.48,Yes,69.85
Oaks El Sch,6.5,0.36,24.55,4.33,5.96,0,0,1.62,11.91,2.53,53.43,554,10.29,No,58.3
Oakview El Sch,1.64,0,0,0.82,0.82,0,0,1.1,47.12,0.27,49.04,365,14.79,Yes,96.71
Oblock JHS,4.36,0,0.32,4.85,1.94,0.32,0.16,7.75,20.68,0.32,47.17,619,16.32,No,88.37
Octorara Area JSHS,4.2,0.09,0.55,6.2,15.88,0.36,0,2.92,36.31,2.65,47.08,1096,17.79,No,73.08
Octorara El Sch,6.42,0,0.34,4.05,21.96,1.01,0,3.38,44.59,5.41,47.64,296,14.19,Yes,67.23
Octorara Intermediate Sch,7.22,0,0,4.81,18.9,0.34,0,6.87,48.45,4.47,49.14,291,14.43,Yes,69.07
Octorara Primary LC,7.26,0,0.23,4.68,21.31,0.7,0,0.23,45.67,4.22,49.65,427,8.43,Yes,66.51
Oil City Area MS,0.69,0.34,0.34,3.26,2.75,0.34,0.17,0.69,60.14,0,51.89,582,15.12,Yes,92.44
Oil City SHS,0.83,0.33,0,3.67,1.33,0.17,0.17,1.17,52.5,0,49.33,600,14.67,No,93.67
Oklahoma El Sch,3.1,0,0.34,0.69,1.03,2.76,0,3.1,46.9,0,43.79,290,20.34,Yes,94.83
Old Forge El Sch,5.63,0,2.62,4.63,10.87,0,0.4,0,45.47,5.23,50.7,497,18.91,Yes,75.86
Old Forge JSHS,3.4,0,1.81,4.76,11.56,0,0.23,2.27,43.08,3.17,46.71,441,24.04,No,78.23
Oley Valley El Sch,3.77,0,0.33,0.16,8.52,0,0,2.13,26.72,1.31,46.72,610,15.57,Yes,87.21
Oley Valley MS,2.73,0,1.64,0.55,6.56,0,0,8.2,26.23,0.82,51.64,366,16.67,No,88.52
Oley Valley SHS,2.07,0,1.66,0.41,5.19,0,0,6.85,19.71,0,47.3,482,20.12,No,90.66
Olney Charter High School,0.89,0,3.87,33.17,61.52,0.66,0.12,0,74.99,34.37,42.53,1679,27.04,Yes,0.42
Olney El Sch,3.1,0.42,12.82,40.99,41.83,0,0,0,78.87,29.15,48.17,710,12.39,Yes,0.85
Ore Valley El Sch,2.91,0.18,3.45,10.55,9.82,0,0,0.36,37.09,6.36,47.27,550,11.64,Yes,73.09
Orefield MS,3.09,0,5.11,4.47,22.58,0.32,0.11,6.07,34.4,2.66,47.39,939,21.19,No,64.64
Orendorf El Sch,8.73,1.13,1.69,2.54,14.65,0,0.28,0,46.2,8.17,48.45,355,9.01,Yes,70.99
Osborne El Sch,8.73,0.25,1.25,3.24,3.99,1,0.25,0.5,14.96,1,47.88,401,11.72,Yes,82.29
Osceola Mills El Sch,1.08,0.72,0,1.43,0,0,0,1.43,49.46,0,49.82,279,20.07,Yes,96.77
Oswayo Valley El Sch,0,0,0,0,0,0,0,0,64.1,0,40.51,195,20,Yes,100
Oswayo Valley HS,0,0,0,1.85,1.85,0,0,5.56,44.44,0,60.19,108,16.67,No,96.3
Oswayo Valley MS,0,0,0,0,2.15,0,0,3.23,49.46,0,47.31,93,16.13,Yes,97.85
Otto-Eldred El Sch,1.53,0,0.38,0,1.92,0,0,2.3,54.41,0,47.51,261,19.16,Yes,96.17
Otto-Eldred JSHS,0.69,1.04,0,1.04,2.08,0,0,4.17,54.86,0,46.18,288,19.44,No,95.14
Overbrook Edu Ctr,6.12,0,1.08,88.49,1.8,0,0.36,0,67.63,0.72,52.52,278,33.09,Yes,2.16
Overbrook Elementary School,2.6,0.52,0,94.79,1.56,0,0,0,84.38,0.52,54.69,192,10.94,Yes,0.52
Overbrook HS,2.75,0,0,94,2.5,0,0,0,82,2,41.5,400,33.25,Yes,0.75
Overlook Sch,7.79,0.19,5.13,25.48,9.51,0.19,0,2.66,33.84,1.9,45.44,526,13.12,Yes,51.9
Owatin Creek El Sch,4.47,0,2.79,3.17,13.78,0,0,2.61,20.11,1.49,51.21,537,20.67,No,75.79
Owen J Roberts HS,4.25,0.22,3.64,3.64,5.99,1.57,0,5.26,17.63,0.62,48.18,1787,22.33,No,82.26
Owen J Roberts MS,3.71,0.11,5.9,6.33,6.22,0.55,0.11,10.04,19.32,0.44,46.62,916,18.78,No,77.62
Oxford Area HS,3.05,0.16,0.16,2.97,27.57,6.59,0.16,5.63,32.8,5.95,48.23,1244,18.01,No,65.92
Oxford Valley El Sch,6.54,0.26,4.19,6.54,8.64,0,0.26,1.31,22.77,2.62,52.88,382,18.06,Yes,73.56
Palisades HS,1.75,0.44,1.09,0.87,4.59,0.66,0,7.42,16.81,0.44,52.4,458,18.12,No,91.27
Palisades MS,2.7,0.6,0.3,1.2,6.01,1.2,0.3,5.11,24.32,0.9,46.55,333,19.82,No,88.89
Palmer El Sch,4.04,0,5.19,8.27,21.54,0,0.19,1.92,35,3.85,50.96,520,16.35,Yes,60.77
Palmerton Area HS,1.02,0,0.2,0.61,7.55,0,0,6.53,26.94,0.2,50,490,18.37,No,90.61
Palmerton Area JHS,1.95,0,0,0.65,8.47,0.65,0,1.3,33.88,0.65,54.4,307,20.85,No,88.93
Palmyra Area MS,3.49,0.12,4.58,1.57,7.11,0,0.24,5.18,27.59,1.45,48.8,830,19.4,No,82.89
Palmyra Area SHS,4.19,0,4.87,1.26,5.79,0,0,3.02,22.9,1.26,49.16,1192,18.88,No,83.89
Pan American Academy CS,6.8,0,0,5.83,86.69,0,0,0,83.5,22.75,48.96,721,24.69,Yes,0.69
Panther Valley El Sch,5.98,0,0.16,5.33,16.16,0.32,0,0.32,47.17,2.1,45.23,619,15.51,Yes,72.37
Panther Valley Intermediate Sch,6.9,0.49,0.25,9.36,14.29,0.49,0,2.71,71.18,1.48,48.28,406,25.86,Yes,68.72
Panther Valley JSHS,5.3,0.13,0.13,5.7,10.46,0.53,0.13,2.38,64.64,2.25,48.87,755,26.89,No,78.15
Paradise El Sch,4.68,0,0.89,5.57,15.81,0.22,0,0.45,58.35,5.79,47.88,449,19.38,Yes,73.05
Park El Sch,8.78,0,0.43,6.42,42.18,0.86,0,0.43,73.66,5.78,50.54,467,21.2,Yes,42.18
Park Forest El Sch,7.71,0,7.01,5.14,4.21,0,0,4.21,16.36,4.67,48.36,428,10.51,Yes,75.93
Park Forest MS,7.38,0.25,9.25,1.75,4.88,0,0,9,11.88,1.63,51.63,800,11.5,No,76.5
Park Hills El Sch,5.04,0,1.55,2.33,6.98,0,0.19,1.74,39.34,3.29,50,516,11.05,Yes,83.91
Park Lane El Sch,4.73,0.89,0.59,90.53,2.07,0,0,0,68.93,0,50.89,338,10.36,Yes,1.18
Parkland HS,3.9,0.13,11.96,5.07,17.18,0.28,0.03,7.08,26.71,2.33,47.73,3178,15.07,No,61.74
Parkside Education Center,2.63,0,0,0,7.24,0,0,0,55.92,1.32,55.92,152,11.18,Yes,90.13
Parkside El Sch,5.86,0,4.69,18.75,5.47,0,0,0.39,46.88,3.52,52.34,256,13.28,Yes,65.23
Parkway Center City Middle College,4.47,0,7.83,70.25,15.44,0,0,0.67,58.61,2.68,65.55,447,5.15,Yes,2.01
Parkway Manor Sch,3.28,0,21.35,3.83,14.23,0.36,0,4.74,24.45,5.47,46.9,548,12.04,Yes,57.3
Parkway Northwest,5.12,0,0.39,89.37,3.94,0,0,0,60.63,1.97,55.91,254,15.75,Yes,1.18
Parkway West,4.46,0.37,1.12,91.45,2.23,0,0.37,1.12,74.35,3.35,61.34,269,16.36,Yes,0
Parkway West CTC,5.46,0,1.46,7.41,3.51,0,0,0.2,48,0.88,38.63,1025,37.07,No,82.15
Passport Academy CS,1.98,0,0,94.06,0,0,0,0,55.45,0,47.52,101,30.69,Yes,3.96
Patricia A Guth El Sch,4.19,0,2.21,0.66,20.31,0,0,3.31,38.85,18.98,47.46,453,14.57,Yes,72.63
Patterson John M Sch,2.09,0.26,6.01,83.03,7.05,0,0,0,90.86,10.97,47.78,383,8.62,Yes,1.57
Patterson Primary Sch,2.08,0.69,1.39,2.78,2.08,1.39,0,0,31.25,0,54.86,144,9.03,No,90.97
Paul Robeson HS for Human Services,3.01,0,0.33,93.98,2.01,0,0,0,73.91,5.02,56.19,299,18.39,Yes,0.67
Paul V Fly El Sch,16.37,0.22,3.54,24.56,30.75,0,0,2.21,59.96,15.71,45.35,452,14.82,Yes,24.56
Paxinosa El Sch,10.54,0.16,1.12,21.88,45.69,0,0.16,2.24,80.83,12.78,48.24,626,20.93,Yes,20.45
Paxon Hollow MS,2.59,0,10.73,2.36,2.71,0,0,9.08,25.71,1.53,50.94,848,19.93,No,81.6
Paxtang El Sch,9.42,0,9.95,26.18,21.47,0,0,1.05,63.35,17.28,43.98,191,12.04,Yes,32.98
Paxtonia El Sch,6.62,0.15,13.08,14.29,7.07,1.65,0,1.5,34.44,10.83,46.47,665,10.98,No,58.8
Peebles El Sch,3.99,0.5,9.98,1.75,2.74,0.25,0,3.49,6.98,1.25,53.87,401,13.22,Yes,81.05
Peirce Thomas M Sch,0.39,1.17,0,91.8,5.86,0,0,0,89.45,1.95,49.22,256,11.33,Yes,0.78
Pen Argyl Area HS,3.45,0.38,1.54,1.92,4.22,0,0,5.37,35.51,1.15,52.02,521,19,No,88.48
Penn Alexander Sch,11.19,0,25.52,13.81,4.2,0,0.35,0.87,29.55,11.19,48.25,572,8.57,Yes,44.93
Penn Bernville El Sch,3.23,0,1.17,2.05,17.6,0.59,0,2.64,35.78,2.64,46.92,341,15.25,No,75.95
Penn Cambria HS,1.44,0.18,0.72,0,1.26,0.54,0,2.15,36.27,0,43.99,557,16.52,No,96.41
Penn Cambria Intrmd Sch,2.74,0,0,0.91,0.91,0.46,0,1.83,50.68,0,54.79,219,17.81,Yes,95.43
Penn Cambria MS,2.07,0.21,0.21,0.41,1.04,1.24,0,1.45,43.78,0.21,53.53,482,16.39,No,96.06
Penn Cambria Pre-Primary,2.56,0,0.85,0.85,0,0,0,0,46.15,0,51.28,117,11.11,Yes,95.73
Penn Cambria Primary Sch,1.59,0,0,1.06,2.12,2.12,0,0.53,42.86,0,44.97,189,14.81,Yes,95.24
Penn Hills CS of Entrepreneurship,8.81,0,0,72.86,6.19,0,0.24,0,42.86,0.24,48.57,420,16.43,Yes,11.9
Penn Hills El Sch,9.3,0,0.69,61.2,4.27,0,0.08,1.22,57.93,0.99,46.19,1312,22.26,Yes,24.47
Penn Hills SHS,4.09,0.28,0.46,67.41,3.25,0,0.19,2.51,67.32,1.49,48.1,1077,23.58,No,24.33
Penn London El Sch,0.58,0.19,1.73,1.25,28.13,1.25,0,0.39,27.65,15.41,48.07,1038,11.18,Yes,68.11
Penn MS,2.51,0,0.97,1.35,1.74,0,0.39,4.83,17.37,0.39,51.93,518,11.78,No,93.05
Penn Manor HS,3.08,0.06,2.97,5.71,16.39,0.8,0.11,6.51,41.01,3.37,47.69,1751,17.88,No,71.67
Penn Trafford HS,2.28,0,1.49,2.2,1.02,0,0.24,6.14,19.2,0.08,49.17,1271,10.23,No,92.76
Penn Treaty Sch,7.62,0.45,1.12,33.63,32.74,0,0,0,86.32,6.5,40.81,446,42.6,Yes,24.44
Penn Valley El Sch,8.03,0,1.95,2.19,14.6,0,0,0.49,30.41,1.7,45.74,411,20.44,Yes,73.24
Penn Valley Sch,12.5,0.17,6.85,8.22,9.93,0.17,0,7.71,13.7,5.99,49.14,584,14.21,Yes,62.33
Penn Wood El Sch,7.98,0,6.54,3.07,3.27,1.23,0,3.48,13.91,1.64,44.38,489,9.61,No,79.14
Penn Wood HS,1.52,0.73,0.99,89.88,4.03,0,0,1.92,67.79,5.62,47.16,1512,19.51,Yes,2.84
Penn Wood MS,3.17,0.58,0.87,88.46,4.33,0,0,1.15,75.9,3.32,47.62,693,17.89,Yes,2.6
Penn Wynne Sch,8.88,0,14.75,12.57,7.1,0.14,0,8.74,13.39,3.69,47.4,732,17.35,Yes,56.69
Penn's Grove Sch,4.74,0.18,0.36,3.1,32.6,5.46,0,4.55,38.62,7.29,47.18,549,20.4,No,59.02
Penn-Kidder Campus,8.09,0.34,0.34,8.26,16.02,0,0.34,5.56,45.7,1.35,49.58,593,13.32,Yes,66.61
Penn-Lincoln El Sch,8.5,0,0.29,12.32,2.64,0,0,0,80.94,0.29,46.33,341,36.07,Yes,76.25
Pennbrook MS,7.33,0,19.11,8.89,3.37,0.6,0,8.53,19.95,1.44,48.2,832,16.11,No,61.3
Penncrest HS,4.52,0.08,6.81,4.27,2.79,0,0,5.17,15.19,0.41,50,1218,17.32,No,81.53
Penndale MS,7.15,0.25,18.72,11.56,8.49,0.42,0.25,6.99,35.52,4.66,46.92,1202,17.22,No,53.58
Pennell El Sch,1.58,0.26,2.11,2.64,2.64,0,0,1.06,24.01,1.06,54.09,379,14.51,No,90.77
Pennell Joseph Sch,1.92,0,1.28,89.46,6.39,0,0.32,0.32,90.1,0.96,47.6,313,14.38,Yes,0.64
Pennfield MS,7.55,0.11,19.53,9.82,7.44,0,0.11,8.41,29.56,5.39,47.03,927,17.15,No,55.45
Pennridge Central MS,2.09,0,3.66,2.97,7.33,0,0,10.12,23.91,0,49.04,573,21.47,No,83.94
Pennridge HS,2.31,0.26,3.12,2.86,6.15,0,0.04,11.83,23.78,1.11,48.8,2342,16.4,No,85.27
Pennridge North MS,5.56,0.32,1.11,0.63,10.95,0,0,11.11,24.92,2.86,48.25,630,16.98,No,81.43
Pennridge South MS,6.05,0,1.16,2.79,11.4,0,0,8.84,35.35,1.4,49.53,430,23.72,Yes,78.6
Penns Manor Area El Sch,1.79,0,0.3,0,0,0,0,0.89,54.46,0.3,49.4,336,19.64,Yes,97.92
Penns Manor Area JSHS,0.97,0,0.97,0.72,0.97,0,0,2.42,52.42,0.72,51.69,414,19.57,No,96.38
Penns Valley Area El and Intrmd Sch,1.32,0,0.26,0,1.32,0,0.26,2.38,38.36,0.53,47.62,378,16.14,Yes,96.83
Penns Valley Area JSHS,0.73,0,0.87,0.87,1.74,0,0,4.36,32.41,0.58,47.38,688,15.99,Yes,95.78
Pennsbury HS,6.25,0.31,7.56,5.98,7.08,0.17,0.07,7.77,23.37,1.55,49.07,2910,23.23,No,72.75
Pennsylvania Cyber CS,9.84,0.19,1.77,11.69,4.73,1.31,0.06,1.92,42.8,1.32,52.08,10447,23.67,Yes,71.72
Pennsylvania Distance Learning CS,6.66,1,0.36,26.86,21.35,0.93,0.36,0,50.64,0.93,51.36,1396,21.49,Yes,43.41
Pennsylvania Leadership CS,6.63,0.38,6.17,16.2,7.79,0.33,0.1,0,38.03,0.41,51.84,3939,13.43,Yes,62.73
Pennsylvania STEAM Academy CS,7.14,2.68,0.89,70.54,10.71,0,0.89,0.89,87.5,5.36,41.96,112,5.36,No,7.14
Pennsylvania Virtual CS,4.99,1.15,4.22,21.63,14.61,0,0.24,0,55.48,1.86,52.24,2963,17.45,Yes,53.16
Pennwood MS,6.47,0.13,6.87,7.93,6.87,0.13,0,6.61,19.15,2.51,49.54,757,26.29,No,71.73
Penrose Sch,4.71,0.25,4.47,83.87,4.71,0,0,0,83.87,11.91,41.44,403,29.03,Yes,1.99
People for People CS,0.2,0,0,97.34,2.04,0,0,0,81.39,0,51.53,489,22.49,Yes,0.41
Pequea El Sch,3.1,0,2.54,6.48,15.21,1.97,0,1.13,47.32,3.66,45.92,355,21.97,Yes,72.68
Pequea Valley HS,3.97,0,0.44,2.21,14.13,0.22,0,4.19,52.32,3.09,47.68,453,14.57,No,79.25
Pequea Valley Intrmd Sch,4.85,0.44,0.44,3.08,14.98,0,0,1.76,64.76,2.64,48.02,227,22.47,Yes,76.21
Perkiomen Valley HS,1.02,0.06,5.37,4.58,6,0.11,0.17,9.05,16.18,0.68,48.64,1768,16.01,No,82.81
Perkiomen Valley MS-East,1.97,0.14,8.43,4.35,4.92,0.14,0.14,9.27,13.9,0.42,48.17,712,13.62,No,80.06
Perkiomen Valley MS-West,2.11,0.18,3.68,5.26,4.39,0,0,12.46,21.4,0.7,48.95,570,15.96,Yes,84.39
Perry El Sch,27.79,0.23,0.68,24.83,5.92,0,0,0.68,82,2.51,47.84,439,20.05,Yes,40.55
Perry Lower Intrmd Sch,6.88,0,0.4,1.21,2.43,0,0,0.4,59.92,0,47.37,247,22.27,Yes,89.07
Perseus House CS of Excellence,6.84,0,3.59,44.27,18.29,2.39,0.17,0,77.09,9.57,49.23,585,30.6,Yes,26.84
Peters El Sch,5.45,0,0,1.52,15.15,3.64,0,0,48.79,1.82,51.52,330,15.15,Yes,77.88
Peters Twp HS,2.16,0.54,2.93,0.31,2.55,2.32,0,7.41,6.87,0.15,49.19,1295,13.2,No,91.51
Peters Twp MS,2.43,0.11,3.09,0.33,2.76,1.99,0,6.08,6.19,0.33,47.4,905,12.04,No,91.27
Pfaff El Sch,5.01,0.21,5.64,2.51,10.02,0.21,0.21,0.42,33.82,4.38,51.36,479,18.79,No,76.41
Pfeiffer-Burleigh Sch,24.67,0.56,5.05,33.64,12.71,0,0.37,0,90.47,8.6,51.78,535,17.76,Yes,22.99
Philadelphia Academy CS,3.26,0.26,5.49,9.79,12.27,0.17,0.34,0,42.75,4.72,49.53,1165,18.63,Yes,68.58
Philadelphia Electrical & Tech CHS,2.57,0,0.8,84.43,7.06,1.44,0,0,86.04,3.53,48.8,623,22.95,Yes,5.14
Philadelphia Hebrew Public CS,13.73,1.49,2.69,71.94,0,0,0,0,74.63,7.16,47.76,335,20,Yes,10.15
Philadelphia Learning Academy - North,0,0,0,73.33,22.22,0,0,0,91.11,0,24.44,45,31.11,Yes,4.44
Philadelphia Learning Academy - South,0,0,0,92,5.33,0,0,0,92,2.67,36,75,22.67,Yes,2.67
Philadelphia Military Acad at Elverson,1.85,0,1.06,61.48,30.87,0,0.26,0.53,77.57,10.55,40.63,379,24.8,Yes,4.49
Philadelphia Montessori CS,4.67,0,0.93,88.79,3.27,0.47,0,0,92.99,1.87,52.34,214,21.03,Yes,2.34
Philadelphia Performing Arts CS,8.13,0.12,15.65,28.51,10.11,1.21,0.04,0.32,65.83,6.67,57.74,2473,16.78,Yes,37.44
Philipsburg El Sch,0.48,0,0.48,0.48,0.95,0.24,0,1.9,53.44,0.71,45.84,421,18.29,Yes,97.62
Philipsburg-Osceola Area HS,0.6,0,0.4,0.6,0.6,0.2,0,2.82,42.94,0,49.4,496,18.55,No,97.78
Philipsburg-Osceola Area MS,1.25,0,0.25,0.5,0.75,0.5,0,3.74,44.64,0,47.63,401,16.71,No,97.26
Phillips El Sch,9.14,0,19.04,27.16,14.72,0.76,0,0,67.01,19.04,42.64,394,16.75,Yes,29.95
Phoenix Academy,3.54,0,0.59,21.83,69.03,0,0,0,96.46,14.45,42.18,339,22.42,No,5.01
Phoenixville Area HS,3.48,0.08,3.71,6.56,16.59,0.47,0,3.32,29.07,9.16,48.74,1266,15.4,No,69.59
Phoenixville Area MS,5.84,0,3.96,5.62,16.63,0.77,0,10.9,26.87,7.6,48.9,908,16.41,No,67.95
Phoenixville Early Learning Ctr,4.37,0,4.2,4.2,23.53,0.67,0,0.17,27.73,14.62,50.59,595,13.61,Yes,63.7
Pickering Valley El Sch,4.32,0,58.64,2.05,2.05,0,0.23,4.09,6.36,5.45,46.14,440,7.95,No,32.73
Pine Grove Area HS,1.69,0,0,0.75,2.62,1.87,0,2.25,36.7,0,42.13,534,17.23,No,94.94
Pine Grove Area MS,2.54,0,0.39,0.2,0.78,0.39,0,2.74,38.55,0,49.51,511,17.22,No,96.09
Pine Grove El Sch,2.94,0,0,0.37,1.83,0.73,0,0.92,38.72,0.55,49.91,545,15.96,Yes,94.86
Pine Road El Sch,1.29,0.09,25.46,1.57,2.4,1.11,0.09,2.4,11.9,18.36,49.26,1084,9.13,Yes,69.1
Pine Run El Sch,3.11,0.83,8.07,0.41,6.21,0,0,4.55,5.59,1.04,47,483,8.7,No,81.37
