name,two_or_more_races_percent,american_indian_alaskan_native_percent,asian_percent,black_african_american_percent,hispanic_percent,military_connected_percent,native_hawaiian_or_other_pacific_islander_percent,percent_of_gifted_students,economically_disadvantaged_percent,english_learner_percent,female_percent,school_enrollment,special_education_percent,title_1_school,white_percent
Moon Area Lower MS,8.87,0,4.87,4.87,5.91,0,0,5.04,26.43,3.48,49.04,575,18.43,No,75.48
Moon Area SHS,5.81,0.08,4.4,4.73,5.65,0.08,0.08,8.06,22.01,2.33,49.25,1204,15.37,No,79.24
Moon Area Upper MS,6.86,0.16,4.9,7.35,8.33,0,0,8.5,25.16,3.1,46.24,612,17.32,No,72.39
Moore El Sch,0.79,0,0.26,0.52,4.97,0.52,0,2.62,27.75,0,48.69,382,19.63,No,93.46
Moore J Hampton Sch,4.16,0.09,19.39,31.76,31.76,0,0,0.18,68.79,25.48,50.23,1083,13.67,Yes,12.83
Moore Sch,6.28,0,10.14,4.35,2.9,0,0,0.97,48.79,4.83,45.89,207,17.39,Yes,76.33
Mooreland El Sch,7.91,0,1.9,11.39,18.99,5.7,0,2.85,51.58,12.03,47.47,316,11.71,No,59.81
Moraine El Sch,1.5,0.3,0,0.6,0.9,4.8,0,1.5,40.54,0,48.65,333,18.92,Yes,96.7
Morris Robert Sch,2.88,0,1.44,89.9,3.37,0,0,0,84.62,0,43.27,208,24.52,Yes,2.4
Morrison Andrew J Sch,3.4,0.31,6.49,50.85,38.02,0,0,0.31,81.76,16.54,45.13,647,16.54,Yes,0.93
Morrisville HS,5.04,0,1.44,42.45,23.74,0,0,1.44,64.99,8.39,50.36,417,23.98,No,27.34
Morrisville Intermediate Sch,9.09,0.51,0.51,36.87,16.67,0,0,2.02,68.69,5.56,48.99,198,18.69,Yes,36.36
Morrow El Sch,0.56,0,0.85,0.85,1.69,0,0,0,61.41,0.28,48.17,355,9.3,Yes,96.06
Morton Thomas G Sch,1.32,0.22,5.51,86.12,3.96,0,0,0,86.12,8.37,45.37,454,15.42,Yes,2.86
Moscow El Sch,5.86,0,0.37,0.73,1.83,0,0,0.73,35.53,0,47.8,546,16.67,Yes,91.21
Moshannon Valley El Sch,4.11,0.26,0.51,0.26,0.26,0.51,0,0.77,53.98,0,49.87,389,24.42,Yes,94.6
Moshannon Valley JSHS,2.56,0,0.77,0,0.26,1.28,0,3.84,50.64,0.26,48.34,391,16.62,Yes,96.42
Moss Side MS,11.51,0.19,6.6,27.17,4.91,0,0,5.47,46.42,2.08,48.68,530,25.28,Yes,49.62
Mosser El Sch,3.4,0,0.64,9.98,78.77,0.21,0,1.27,80.04,17.83,46.71,471,17.62,Yes,7.22
Motivation HS,1.77,0.25,2.28,91.39,3.54,0,0,0.25,76.46,10.13,52.91,395,14.43,Yes,0.76
Mount Carmel Area El Sch,3.55,0,1.27,1.9,9.25,0.63,0.13,1.27,70.22,0.76,47.02,789,23.19,Yes,83.9
Mount Carmel Area HS,2.12,0,0.94,3.06,7.29,0.24,0,5.88,56.24,0.94,47.76,425,19.06,No,86.59
Mount Carmel Area JHS,3.6,0,0.8,4,6.8,0,0,2.4,61.6,0.8,46.4,250,28.4,No,84.8
Mount Nittany El Sch,7.63,0,8.91,3.82,3.05,0,0,3.05,19.85,6.36,45.29,393,16.03,Yes,76.59
Mount Nittany MS,6.22,0.26,7.41,3.7,3.84,0,0,8.73,23.28,1.46,48.81,756,11.9,No,78.57
Mount Pleasant Area HS,1.94,0,0.16,0.81,1.13,0,0.16,6.45,43.87,0.16,49.03,620,16.94,No,95.81
Mount Pleasant Area JHS,2.26,0,0.32,0.32,1.29,0,0,6.13,43.87,0.32,50,310,13.55,No,95.81
Mount Rock Elem Sch,3.38,0,0.28,1.69,1.69,0,0,0.28,35.21,0,48.17,355,14.65,Yes,92.96
Mount Union Area JHS,8.74,0,0,3.15,2.45,0,0,1.4,56.29,0.7,48.25,286,26.22,No,85.66
Mount Union Area SHS,3.97,0,0,5.03,3.44,0,0,3.7,48.41,0.53,49.74,378,20.63,No,87.57
Mount Union-Kistler El Sch,11.85,0.7,0.35,2.79,2.44,0,0,0,14.98,0,50.17,287,13.59,Yes,81.88
Mountain View El Sch,9.04,0.52,9.56,8.53,7.49,1.55,0,3.36,47.55,9.04,50.13,387,12.66,No,64.86
Mountain View JSHS,1.91,0,0,1.44,0.72,0.72,0,5.02,39.47,0.24,45.45,418,18.42,No,95.93
Mountain View MS,5.12,0.51,18.22,3.88,5.63,3.73,0,1.1,20.85,3.15,50.18,1367,12.14,No,66.64
Mountaintop Area El Sch,0,0,0,0,1.68,0,0,0,28.57,0,54.62,119,11.76,No,98.32
Mountville El Sch,4.12,0.17,3.26,6.86,20.75,0,0,3.77,45.11,3.77,45.28,583,16.64,Yes,64.84
Mowrey El Sch,5.53,0.21,0.43,2.34,2.55,0,0,0.64,52.34,0,50.64,470,17.45,Yes,88.94
Mowrie A Ebner El Sch,5.83,0.23,0.23,8.39,3.96,0,0,0,66.2,0,47.09,429,19.58,Yes,81.35
Mt Holly Springs El Sch,7.26,0,0.4,3.23,10.89,0.81,0,0.4,64.11,0,47.98,248,16.13,Yes,78.23
Mt Lebanon SHS,2.67,0.28,5.05,1.83,2.67,0.5,0.17,5.22,12.6,1.22,48.64,1801,11.27,No,87.34
Mt Penn El Sch,5.8,0,0.58,4.35,48.12,1.45,0,4.35,60,7.83,45.22,345,26.67,Yes,41.16
Mt Penn Primary Ctr,4.07,0,0.9,4.07,50.68,0,0,0,54.3,5.43,45.25,221,18.1,Yes,40.27
Mt Vernon El Sch,4.5,0.5,0,4,0,0.5,0,2,40.5,0,56.5,200,19,Yes,91
Mt Wolf El Sch,4.68,0,0.43,2.13,5.53,0,0.43,0.43,40,0.85,46.38,235,10.64,No,86.81
Muhlenberg El Ctr,2.73,0.09,1.22,6.96,60.58,0,0.09,0.09,55.6,8.37,49.95,1063,14.21,Yes,28.32
Muhlenberg El Sch,3.12,0.21,1.87,11.64,67.98,0.21,0.62,1.66,65.9,13.1,50.52,481,11.43,Yes,14.55
Muhlenberg HS,2.98,0,2.4,7.49,53.7,0,0.1,2.4,61.58,5.86,47.17,1041,22.48,No,33.33
Muhlenberg MS,3.52,0.1,0.78,5.67,59.63,0,0,3.71,64.42,5.96,46.63,1023,19.16,Yes,30.3
Multicultural Academy CS,1.78,0,1.07,87.19,9.25,0,0,0,63.35,0.71,64.77,281,15.66,Yes,0.71
Muncy JSHS,2.22,0.2,1.21,0.81,3.83,1.01,0,2.02,34.88,0,50,496,16.73,No,91.73
Munoz-Marin Luis,1,0,0.17,14.52,82.64,0,0,0,86.81,21.87,51.59,599,21.2,Yes,1.67
Murray Avenue Sch,1.18,0,20.64,1.86,3.89,2.54,0.17,4.4,15.4,4.57,53.3,591,14.38,No,72.25
Muse El Sch,6.56,0,0.96,3.28,1.78,0.68,0,0.96,28.01,0.27,49.18,732,10.79,No,87.43
Musser El Sch,16.07,0.36,0.36,46.07,0.71,0,0,0.71,93.21,0,43.93,280,29.29,Yes,36.43
Myers El Sch,7.51,0,6.83,58.36,11.26,0,0.68,1.71,47.44,3.07,48.81,293,12.63,Yes,15.36
Myrtle Ave Sch,3.97,0,18.87,8.94,1.99,0.66,0,1.32,50.99,6.62,51.99,302,14.9,Yes,66.23
N Hopewell-Winterstown El Sch,2.68,0,0,0,4.02,0.45,0,0.89,40.63,0,50.45,224,16.52,Yes,93.3
Nancy Grayson El Sch,2.82,0,0,5.16,5.87,0,0,0,46.95,0.94,53.29,426,13.38,Yes,86.15
National Constitution Center HS,5.03,0,7.79,66.08,17.84,0,0,0.5,70.85,5.28,58.29,398,13.57,Yes,3.27
Nazareth Area HS,2.16,0.2,5.37,2.09,6.61,0,0,8.51,19.04,0.52,45.88,1528,11.52,No,83.57
Nazareth Area Intermediate Sch,2.57,0,3.61,1.81,9.22,0,0.29,8.65,21.96,1.14,47.34,1052,15.49,Yes,82.51
Nazareth Area MS,3.9,0.25,5.67,2.14,8.19,0,0.13,7.68,23.43,1.51,50.76,794,11.96,No,79.72
Neason Hill El Sch,7.64,1,0,4.32,2.33,0.66,0,1.33,52.49,0,49.17,301,24.25,Yes,84.72
Nebinger George W Sch,4.12,0,7.84,39.02,23.33,0,0.39,0.2,63.33,14.51,47.45,510,21.18,Yes,25.29
Neff Sch,7.72,0,7.4,2.25,9.97,0.96,0,3.54,21.86,4.5,47.91,311,16.4,No,72.67
Neidig El Sch,8.78,0.27,0.53,2.13,8.24,0,0.27,1.06,35.37,1.86,48.67,376,14.36,Yes,79.79
Neil A Armstrong MS,10.13,0.38,1.52,11.52,12.15,0,0.76,2.78,62.41,3.04,48.1,790,22.66,Yes,63.54
Neil Armstrong #40,6.41,0.36,3.2,13.17,26.69,0,0,0.18,73.84,2.67,47.15,562,22.95,Yes,50.18
Neil Armstrong 5-6 MS,2.39,0.2,3.58,2.98,1.39,0,0.2,6.16,18.69,0.8,48.31,503,20.68,No,89.26
Nescopeck El Sch,1.18,0,0,0,4.14,0,0,0,31.36,0,45.56,169,15.98,Yes,94.67
Neshaminy HS,3.51,0.19,5.27,4.59,7.17,0,0.11,8.74,30.3,1.27,48.11,2677,18.71,No,79.16
Neshannock JSHS,1.37,0,1.03,0.51,1.03,0.86,0,3.6,22.95,0.17,48.8,584,11.3,No,96.06
Neshannock Memorial El Sch,4.46,0.16,1.27,1.75,0.96,1.75,0,1.27,25.48,0,49.04,628,13.06,Yes,91.4
Nether Providence El Sch,6.6,0,11.89,5.47,6.23,0,0,2.45,21.7,3.77,46.04,530,14.15,Yes,69.81
New Bloomfield El Sch,5.28,0,0,0.28,2.22,1.39,0,0,43.06,0,49.72,360,10.56,Yes,92.22
New Brighton Area El Sch,17.91,0.17,0.17,8.79,3.15,0,0,1.82,72.8,0,49.59,603,15.09,Yes,69.82
New Brighton Area HS,8.48,0,0.26,11.31,4.11,0,0,6.43,65.04,0.26,44.99,389,13.62,No,75.84
New Brighton Area MS,14.72,0,0.31,6.13,3.37,0.31,0,7.36,70.55,0.31,49.39,326,20.25,Yes,75.46
New Castle JHS,14.95,0.14,0.14,23.55,4.37,0,0.14,3.95,85.05,1.41,53.03,709,21.72,Yes,56.7
New Castle SHS,5.4,0,0.13,30.72,2.83,0.13,0,5.78,69.79,0.9,45.12,778,15.17,Yes,60.93
New Cumberland MS,5.12,0,2.65,8.13,13.78,1.94,0.18,4.06,40.99,3.36,46.11,566,18.73,No,70.14
New Day CS,2.65,0.66,0,1.32,4.64,0,0,0,39.07,0,52.98,151,43.71,Yes,90.73
New Eagle El Sch,6.98,0,20.16,0.97,3.1,0.58,0,9.88,1.74,2.52,46.71,516,9.88,No,68.8
New Foundations CS,0.53,0.2,5.14,22.31,22.04,0,0.47,0,64.2,1.6,49.03,1497,12.63,Yes,49.3
New Franklin El Sch,7.58,0.51,3.54,8.08,15.66,0.51,0,0,63.13,5.05,42.93,198,14.65,Yes,64.65
New Garden Elementary School,4.16,0.21,0.83,2.08,38.88,0,0,1.25,37.42,16.42,48.23,481,11.85,Yes,53.85
New Hanover-Upper Frederick El,1.86,0,1.35,3.72,3.89,0,0,2.54,15.74,0,46.87,591,20.64,No,89.17
New Holland Elementary,2.36,0.39,2.95,6.89,15.16,0.79,0,2.36,42.32,0.39,50.39,508,14.17,Yes,72.24
New Hope-Solebury HS,5.21,0,6.21,0,5.61,0,0,7.21,9.42,1.4,44.69,499,11.82,No,82.97
New Hope-Solebury Lower El Sch,7.58,0,4.27,0.95,7.11,0.95,0,0.47,8.06,5.21,46.45,211,11.37,Yes,80.09
New Hope-Solebury MS,6.65,0.3,5.14,0,7.25,0,0.3,10.27,10.27,1.81,49.24,331,14.5,No,80.36
New Hope-Solebury Upper El Sch,4.6,0,5.75,1.15,10.34,0,0,4.6,10.34,4.21,48.66,261,17.24,Yes,78.16
New Oxford El Sch,3.48,0,0.17,1.22,22.09,0.87,0,0,48.35,2.43,48.17,575,10.96,Yes,73.04
New Oxford MS,2.07,0,1.03,1.21,17.41,0.86,0,5.34,43.45,1.55,51.9,580,18.28,No,78.28
New Oxford SHS,2.86,0.09,0.26,1.39,17.42,0.78,0.09,4.94,37.69,1.73,47.57,1154,13.69,No,77.9
New Salem El Sch,3.88,0,0.73,4.13,5.83,0.97,0,0.97,25.49,0.24,48.54,412,7.77,Yes,85.44
Newberry El Sch,2.38,1.19,0,1.19,3.17,0.79,0,2.38,44.84,0,46.43,252,18.65,Yes,92.06
Newlonsburg El Sch,6.51,0,9.77,4.19,2.79,0,0,3.26,15.81,1.86,51.16,215,8.37,Yes,76.74
Newport El Sch,2.84,0,0,0.71,3.79,0,0,1.18,56.87,0,45.73,422,19.67,Yes,92.65
Newport HS,1.88,0.63,0,0.63,2.82,0.31,0,1.25,44.2,0,49.53,319,16.93,Yes,94.04
Newport MS,3.03,0.43,0,0.43,3.46,0.87,0,1.73,51.52,0,48.92,231,22.51,Yes,92.64
Newton-Ransom El School,0.96,0,1.44,0.96,2.4,0,0,0.48,23.56,0,50.48,208,13.46,Yes,94.23
Newtown El Sch,3.9,0.16,16.23,1.14,2.76,0,0,6.49,8.93,2.44,51.79,616,9.9,No,75.81
Newtown MS,0.82,0.23,12.43,1.41,4.57,0,0,12.19,9.14,1.76,48.77,853,15.59,No,80.54
Newville El Sch,6.02,0,0,0.29,1.43,0,0,1.43,47.56,0,56.45,349,18.62,Yes,92.26
Nicely El Sch,16.5,0,0.67,5.72,1.35,0,0,1.01,21.89,0.34,49.49,297,20.2,Yes,75.76
Nitrauer Sch,5.37,0,11.21,5.14,12.38,0.93,0,3.04,27.57,5.84,49.07,428,11.68,No,65.89
Nitschmann MS,3.23,0,3.49,7.8,30.51,0,0.13,7.39,45.97,2.55,48.39,744,15.32,No,54.84
Nittany Valley CS,0,0,12.77,4.26,0,0,0,0,23.4,4.26,48.94,47,23.4,No,82.98
Norristown Area HS,7.24,0.05,1.5,31.49,44.51,0,0,4.29,64.47,10.98,49.45,2004,23.3,Yes,15.22
North Allegheny HS,1.43,0.04,16.45,2.05,2.49,0.07,0.04,12.71,8.21,0.7,48.21,2730,11.14,No,77.51
North Brandywine MS,7.3,0,0.25,30.73,22.17,0,0,3.53,93.7,7.56,49.87,397,26.7,Yes,39.55
North Clarion Co El Sch,1.56,0,0,0,0,0,0,0,43.13,0,53.13,320,14.38,Yes,98.44
North Clarion Co JSHS,1.07,0,0,0,0,0,0,1.07,40.71,0,48.57,280,11.79,No,98.93
North Coventry El Sch,6.39,0,1.42,3.73,5.51,1.78,0,4.26,25.93,0.53,50.98,563,16.7,Yes,82.95
North Dickinson El Sch,3.24,0,2.16,4.86,8.11,8.65,0,1.08,30.81,0.54,40,185,25.41,No,81.62
North East High School,2.57,0.2,0.99,0.59,2.97,0.79,0,2.18,40.2,0.2,44.55,505,13.86,No,92.67
North East Intermediate Elementary,6.07,0,0,0,4.34,0.58,0.29,2.89,51.45,0.58,45.95,346,14.45,No,89.31
North East Middle School,4.47,0,0.24,1.18,2.12,0.24,0,2.59,45.88,0.24,45.88,425,15.06,No,92
North Hills El Sch,8.36,0,3.1,8.51,15.48,0.15,0,2.17,42.41,4.49,46.28,646,11.15,Yes,64.55
North Hills MS,6.36,0.09,3.91,3.36,2.63,0.18,0,1.09,29.25,2.09,48.5,1101,17.53,No,83.65
North Hills SHS,3.47,0,3.09,5.28,2.87,0,0,0.68,29.89,2.11,48.83,1325,15.17,No,85.28
North Montco Technical Career Center,4.75,0.3,6.34,11.68,8.22,0,0,0.99,38.61,2.08,38.51,1010,39.31,No,68.71
North Penn SHS,3.15,0,20.76,9.6,6.89,0.03,0.13,7.91,34.54,4.44,48.48,3020,16.39,No,59.47
North Penn-Liberty JSHS,0.71,0,0,0.35,0.71,0.71,0,3.53,49.12,0,48.06,283,15.9,No,98.23
North Penn-Mansfield JSHS,1.45,0.36,0.91,0.54,2.18,0,0,2.72,50.27,0,46.82,551,25.95,No,94.56
North Pocono HS,2.49,0,1.3,2.28,2.28,0,0,1.08,33.15,0.43,47.02,923,17.12,No,91.66
North Pocono Intmd Sch,4.14,0,0.87,1.31,3.92,0,0,0.87,33.55,1.31,50.54,459,20.26,Yes,89.76
North Pocono MS,3.25,0,0.99,1.56,3.68,0,0.14,1.27,36.35,0.42,47.24,707,19.09,Yes,90.38
North Salem El Sch,3.24,0.54,0.27,1.35,5.14,0,0.54,1.89,34.59,0.81,48.92,370,16.49,Yes,88.92
North Schuylkill El Sch,3.92,0.2,0.4,1,6.12,0.3,0,0.2,43.47,0.3,49.8,996,20.88,Yes,88.35
North Schuylkill JSHS,1.41,0.1,0.5,1.51,4.23,0.6,0.2,2.62,45.37,0.2,46.18,994,16.9,No,92.05
North Side El Sch,8.64,0.16,13.6,24.48,8.16,0.48,0,0.96,46.4,11.36,45.92,625,9.6,No,44.96
North Side Primary School,6.79,0,0,0.82,2.45,0,0,0,55.16,0,46.47,368,13.04,Yes,89.95
North Star Central El Sch,0.27,0,0.54,0.27,0,0.82,0,0.27,47.83,0.54,50.27,368,16.03,Yes,98.91
North Star East MS,1.46,0,0.29,0.29,0.88,1.17,0,0.58,40.06,0.29,43.57,342,19.88,No,97.08
North Star HS,2.6,0,0,1.62,0.65,0.97,0,5.84,39.29,0,43.83,308,15.58,No,95.13
North Strabane Intrmd Sch,5.69,0,1.9,4.88,2.98,1.36,0,3.25,21.68,0.81,51.49,369,16.53,Yes,84.55
North Wales El Sch,10.82,0,5.05,4.09,3.61,0.48,0.24,3.85,20.91,0,48.08,416,16.83,No,76.2
Northampton Area HS,2.25,0,0.97,3.22,10.09,0.16,0.11,2.74,30.9,0.86,47.16,1864,17.65,No,83.37
Northampton Area MS,2.02,0,0.62,3.42,11.11,0.39,0.16,2.95,35.04,1.01,49.57,1287,16.94,No,82.67
Northeast Bradford Elementary School,0.93,0.31,0,0.62,3.12,0,0,0,57.63,0.62,49.84,321,17.76,Yes,95.02
Northeast Bradford JSHS,0,0.56,0.56,0.56,2.82,0,0,1.13,47.46,1.69,50.28,354,20.34,No,95.48
Northeast HS,6,0.33,23.6,26.7,27.45,0,0.27,1.14,61.2,26.55,42.38,3348,11.92,Yes,15.65
Northeast Intrmd Sch,6.06,0.13,6.72,15.94,29.78,0.13,0.66,1.32,77.47,9.09,51.78,759,25.43,No,40.71
Northeast MS,1.94,0.14,0.97,11.2,58.23,0,0,4.7,71.92,6.09,45.92,723,21.58,Yes,27.52
Northeastern MS,6.82,0.61,1.52,6.06,8.48,0,0,1.36,36.06,1.82,47.88,660,15,No,76.52
Northeastern SHS,3.32,0.7,1.14,8.92,9.1,0,0.26,4.2,32.2,2.45,47.86,1143,14.7,No,76.55
Northern Bedford Co El Sch,1.2,0.24,0,0.48,0.72,0,0,0.96,42.58,0.72,48.33,418,10.53,Yes,97.37
Northern Bedford County HS,0.71,0,0,0,2.14,0,0.36,2.49,38.08,0,49.47,281,13.17,No,96.8
Northern Bedford County MS,1.58,0,0,0,0,0,0,7.89,40.53,0,48.95,190,14.21,No,98.42
Northern Cambria El Sch,1.12,0,0.37,0.37,0,0,0.37,2.24,67.16,0,46.64,268,19.4,Yes,97.76
Northern Cambria HS,1.11,0,0,0.28,0.28,1.11,0,1.66,50.14,0,47.65,361,14.4,No,98.34
Northern Cambria MS,0,0,0,0,0.75,0,0.37,3.75,57.3,0,55.06,267,16.85,No,98.88
Northern El Sch,1.84,0.37,1.1,1.84,5.88,1.1,0,0.74,35.29,4.04,48.9,272,17.28,Yes,88.97
Northern HS,1.04,0.09,1.42,1.61,3.31,0.38,0.09,6.52,22.57,0.47,51.09,1059,14.45,No,92.45
Northern Lebanon MS,1.14,0,0.95,0.95,10.23,54.55,0,6.25,30.11,1.89,48.67,528,18.75,No,86.74
Northern Lebanon SHS,1.32,0,1.17,1.02,8.78,58.13,0,6.15,28.26,1.61,49.05,683,25.92,No,87.7
Northern Lehigh MS,2.42,0,0.81,1.21,14.92,0.81,0.4,1.61,34.27,0.4,52.42,248,17.34,No,80.24
Northern Lehigh SHS,1.88,0.21,0.63,1.46,14.02,1.05,0,2.72,33.26,0.84,45.61,478,19.67,No,81.8
Northern MS,1.9,0.27,1.36,1.9,4.76,1.77,0.14,4.62,24.46,0.68,49.18,736,16.71,No,89.67
Northern Potter Childrens School,1.05,0,0.35,0,1.05,0.35,0,1.74,58.89,0.7,49.48,287,21.95,Yes,97.56
Northern Potter JSHS,0.51,0,0.51,0,0.51,0.51,0,6.15,65.13,0.51,43.59,195,25.64,Yes,98.46
Northern Tier Career Center,0.47,0,0.23,0.94,0.7,0,0,0,41.92,0,36.53,427,28.57,No,97.66
Northern Westmoreland Career & Technology Center,1.61,0,0.23,6.21,0.92,0,0,0.23,58.39,0,32.87,435,34.25,No,91.03
Northgate MSHS,10.33,0,1.98,14.29,2.64,0,0.22,7.03,60,2.2,46.15,455,27.03,No,70.55
Northley MS,4.16,0,2.39,6.93,3.53,0,0,5.04,25.94,1.26,48.99,794,18.14,Yes,83
Northside El Sch,0.84,0,0,0,0,0,0,0,51.26,0,46.22,119,16.81,Yes,99.16
Northumberland County Career and Technology Center,0.9,0,0.45,3.59,5.83,0,0,0,54.71,0,38.57,223,25.11,No,89.24
Northwest Area HS,1.1,0,0,0.88,0.66,0.22,0,1.76,50.99,0,49.45,455,24.4,No,97.36
Northwest Area Intermediate Sch,1.75,0,0.35,0.7,3.16,0.35,0,0.7,52.98,0,55.09,285,22.46,Yes,94.04
Northwest Area Primary Sch,3.79,0,0,0,0,0,0,0,49.76,0,51.66,211,7.11,Yes,96.21
Northwest El Sch,3.21,0.32,0,0.32,1.6,0,0,1.6,46.79,0,48.08,312,20.51,Yes,94.55
Northwest MS,0.44,0.11,0.55,8.4,84.08,0,0,1.42,95.31,23.23,46.89,917,24.86,Yes,6.43
Northwest PA Collegiate Academy,5.83,0.25,4.59,16.87,8.06,0,0,5.58,40.94,1.49,62.66,806,3.35,No,64.39
Northwestern El Sch,3.63,0.3,0,0,1.21,0.6,0,0.91,57.1,0,51.66,331,18.43,Yes,94.86
Northwestern Lehigh El Sch,3.51,0.25,0.5,1.25,3.51,0,0,4.01,20.3,0.75,49.12,399,16.29,Yes,90.98
Northwestern Lehigh HS,1.26,0.28,1.82,0.56,6.42,0,0,6.15,18.02,0.84,49.16,716,17.46,No,89.66
Northwestern Lehigh MS,1.78,0.79,0.59,1.78,4.73,0,0,5.52,19.33,0.99,50.89,507,21.5,No,90.34
Northwestern MS,2.12,0.3,0.3,0.61,1.21,0.61,0,2.73,59.09,0,47.58,330,28.48,Yes,95.45
Northwestern SHS,2.61,0.47,0.71,0,1.18,0,0,3.32,54.98,0,48.1,422,19.91,Yes,95.02
Northwood Academy CS,1.53,0,1.92,70.88,16.35,0,0.13,0,75.22,3.19,49.43,783,17.62,Yes,9.2
Norvelt El Sch,5.41,0,0.2,0.6,0.6,0,0,2.61,45.89,0,48.3,499,15.83,Yes,93.19
Norwin HS,2.41,0.19,1.98,1.3,1.11,0,0,7.29,17.6,0.25,49.1,1619,13.16,No,93.02
Norwin MS,3.58,0.12,2.03,0.84,1.91,0,0,7.4,20.05,0.24,50.95,838,14.68,No,91.53
Norwood Sch,5.39,0,3.53,12.83,8.36,0.37,0,3.16,50.19,2.42,52.23,538,22.3,Yes,69.89
Nottingham School,4,0,0.21,2.53,38.74,2.95,0,4,41.26,19.37,51.79,475,17.89,Yes,54.53
Nye El Sch,9.12,0,1.52,0.91,11.85,2.13,0,1.22,31.31,3.04,48.94,329,18.54,Yes,76.6
OHara El Sch,7.75,0.15,9.24,1.79,4.02,0.75,0,4.32,14.16,3.43,51.42,671,9.69,No,77.05
Oak Flat El Sch,2.41,0,0.27,0,0.53,0,0.27,0.8,37.97,0.27,42.25,374,25.94,Yes,96.52
Oak Park El Sch,12.77,0.59,25.93,7.86,13.36,0,0.59,2.16,57.17,19.65,46.17,509,14.34,Yes,38.9
Oak Ridge El Sch,0,0.44,9.91,9.91,3.3,0,0.22,2.64,21.81,3.52,47.8,454,11.67,No,76.21
Oaklyn Sch,5.43,0,0.29,1.14,6.57,0.57,0,0.29,10.86,1.71,48.57,350,17.43,Yes,86.57
Oaks El Sch,6.33,0.53,24.08,5.1,5.98,0,0,2.81,11.95,1.76,53.43,569,9.31,No,58
Oakview El Sch,1.7,0,0,0.57,0.57,0,0,1.7,46.46,0,49.29,353,12.46,Yes,97.17
Oblock JHS,4.35,0,1.29,5.8,2.25,0.48,0.16,5.15,20.77,0.64,48.31,621,15.46,No,86.15
Octorara Area JSHS,4.27,0,0.74,5.84,14.94,0.28,0,4.55,40.72,1.95,46.75,1078,17.63,No,74.21
Octorara El Sch,7.47,0,0.32,4.87,16.23,0.32,0,4.55,50,4.87,43.83,308,13.64,Yes,71.1
Octorara Intermediate Sch,6.45,0.32,0.32,6.45,15.81,0.65,0,5.48,45.16,4.52,52.9,310,15.81,Yes,70.65
Octorara Primary LC,5.98,0,0.72,4.55,21.53,0.96,0,0.96,47.85,6.22,50.24,418,9.81,Yes,67.22
Oil City Area MS,0.7,0.18,0.18,3.69,2.81,0.18,0.35,0.7,52.37,0,51.49,569,15.47,Yes,92.09
Oil City SHS,0.48,0.64,0.16,3.51,1.28,0,0.16,1.44,48.08,0,48.72,626,14.22,No,93.77
Oklahoma El Sch,5,0,0,0,1.79,3.21,0,0.71,47.5,0,45.71,280,21.43,Yes,93.21
Old Forge El Sch,6.79,0.21,2.47,4.94,8.02,0,0.41,0.21,45.88,2.47,50.82,486,14.81,Yes,77.16
Old Forge JSHS,2.69,0,2.24,4.48,9.87,0,0.22,2.02,38.57,1.79,47.31,446,18.39,No,80.49
Oley Valley El Sch,2.67,0.17,0.5,0.33,8.35,0,0,1.5,27.88,1.17,47.58,599,15.53,Yes,87.98
Oley Valley MS,2.91,0,1.32,0,6.88,0,0,7.41,28.84,0.79,47.35,378,17.72,No,88.89
Oley Valley SHS,0.98,0,1.96,0.2,3.72,0,0,6.65,18.79,0.39,47.55,511,20.16,No,93.15
Olney Charter High School,1.25,0,3.88,33.66,60.58,1.14,0.06,0,73.02,34.23,42.67,1753,27.32,Yes,0.57
Olney El Sch,2.9,0.24,11.49,40.99,43.17,0,0,0.12,76.54,27.93,47.64,827,11.12,Yes,1.21
Ore Valley El Sch,3.59,0,3.59,13.11,8.26,0,0,0.54,37.52,6.1,44.88,557,7,Yes,71.45
Orefield MS,3.34,0.1,5.32,4.28,20.13,0.31,0.21,7.09,33.58,2.5,44.84,959,19.6,No,66.63
Orendorf El Sch,8.31,0.3,1.19,3.26,12.76,0,0,0,42.73,6.82,49.55,337,8.01,Yes,74.18
Osborne El Sch,8.56,0.25,1.76,4.28,4.53,1.26,0.25,0,17.88,1.26,46.1,397,9.07,Yes,80.35
Osceola Mills El Sch,0.71,0.71,0,1.41,0,1.41,0,1.06,45.94,0,44.52,283,18.73,Yes,97.17
Oswayo Valley El Sch,0,0,0,0,0,0,0,0,57.61,0,43.48,184,22.28,Yes,100
Oswayo Valley HS,0,0,0,0,0,0,0,4.55,53.41,0,53.41,88,17.05,Yes,100
Oswayo Valley MS,0,0,0,0,1.16,0,0,6.98,60.47,0,50,86,23.26,Yes,98.84
Otto-Eldred El Sch,0.73,0.36,0.36,0.36,1.46,0,0,3.65,52.55,0,47.08,274,16.06,Yes,96.72
Otto-Eldred JSHS,0.68,0.34,0.34,1.01,0.68,0,0,3.38,49.32,0,45.95,296,21.28,No,96.96
Overbrook Edu Ctr,6.6,0,0.69,87.85,2.43,0,0,0,63.89,1.04,51.39,288,29.86,Yes,2.43
Overbrook Elementary School,2.35,0,0,96.24,0.94,0,0,0,83.1,0,52.58,213,8.92,Yes,0.47
Overbrook HS,2.69,0,0.67,93.5,2.47,0,0,0,73.54,1.79,41.03,446,38.34,Yes,0.67
