SchoolName,AcademicYearId,Federal-Non-Personnel,Federal-Personnel,Local-Non-Personnel,Local-Personnel,State-Non-Personnel,State-Personnel
Benton Area MS,2018,0.0,0.0,2998.46,13970.9,0.0,0.0
Bentworth El Ctr,2018,238.8,821.34,570.74,4580.65,759.96,6099.34
Bentworth MS,2018,232.76,14.17,681.63,4477.13,907.63,5961.51
Bentworth SHS,2018,232.81,14.18,954.5,5602.14,1270.96,7459.5
Berkey Sch,2018,70.8,1659.4,2329.58,10901.05,31.19,0.0
Berlin Brothersvalley El Sch,2018,53.52,1107.92,513.82,2628.24,1236.44,6324.46
Berlin Brothersvalley MS,2018,16.76,133.31,495.0,3175.4,1191.15,7641.1
Berlin Brothersvalley SHS,2018,18.27,56.24,1033.58,4139.49,2487.16,9961.04
Bermudian Springs El Sch,2018,0.0,277.51,1388.86,5098.67,1005.72,3692.14
Bermudian Springs HS,2018,19.33,17.18,1649.15,6224.19,1214.51,4507.17
Bermudian Springs MS,2018,0.0,225.94,1338.37,6035.3,969.16,4370.39
Berwick Area HS,2018,30.41,237.48,1722.54,13086.49,0.41,0.0
Berwick Area MS,2018,115.43,103.31,1459.63,10691.33,0.41,0.0
Bethel El Sch,2018,100.38,726.67,2836.84,12890.16,0.0,0.0
Bethel Memorial El Sch,2018,0.0,0.53,1.28,32.03,0.0,6.82
Bethel Park HS,2018,0.0,0.0,0.62,8.22,0.0,0.96
Bethel Springs El Sch,2018,6.25,65.2,2202.03,15367.71,505.25,3531.05
Bethlehem-Center El Sch,2018,73.22,178.82,1314.02,3209.39,3459.2,8448.84
Bethlehem-Center MS,2018,88.21,215.43,1552.45,3791.74,4167.4,10178.56
Bethlehem-Center SHS,2018,87.64,214.04,1542.43,3767.26,4140.5,10112.85
Bethune Mary McLeod Sch,2018,202.74,2243.82,1990.87,8724.34,95.95,451.53
Beverly Hills MS,2018,273.82,701.52,536.88,3879.25,396.31,2863.58
Big Beaver El Sch,2018,180.72,622.84,1074.76,3704.05,2372.72,8177.29
Big Spring HS,2018,56.49,4.68,2274.89,6919.63,1496.17,7474.41
Big Spring MS,2018,70.86,4.74,1992.73,6235.66,1311.04,6786.58
Biglerville El Sch,2018,54.31,479.73,1539.41,5853.84,1149.42,4495.95
Biglerville HS,2018,0.0,99.54,3095.5,6218.62,2321.89,4664.51
Blackhawk HS,2018,98.57,182.01,3658.52,6755.25,3184.49,5879.97
Blackhawk Intermediate Sch,2018,75.65,208.47,2807.88,7737.52,2444.06,6734.96
Blacklick Valley El Ctr,2018,363.68,906.77,747.52,2122.15,2776.8,7883.15
Blacklick Valley JSHS,2018,0.0,0.0,758.98,2125.25,2819.37,7894.68
Blain El Sch,2018,28.99,778.09,3134.35,5721.79,2668.17,4727.71
Blaine James G Sch,2018,304.01,2409.1,2256.84,8288.68,98.01,478.67
Blair Mill El Sch,2018,128.52,574.01,2675.25,10104.89,646.28,2549.95
Blairsville El Sch,2018,0.0,0.0,0.0,0.0,0.0,0.0
Blairsville MS,2018,0.0,0.0,0.0,0.0,0.0,0.0
Blairsville SHS,2018,0.0,0.0,0.0,0.0,0.0,0.0
Blankenburg Rudolph Sch,2018,288.54,2422.07,1929.43,10149.91,97.85,511.39
Bloomsburg Area HS,2018,50.66,188.39,1526.99,7548.49,984.51,4866.79
Bloomsburg Area MS,2018,26.15,463.12,1665.58,4228.88,1073.86,4228.88
Blossburg El Sch,2018,83.67,718.99,1433.92,5076.92,1492.45,5284.14
Blue Ball El Sch,2018,50.31,852.97,3003.12,7875.86,994.56,2608.29
Blue Bell El Sch,2018,0.0,0.0,345.66,14541.52,1191.77,2498.43
Blue Mountain El Cressona Sch,2018,12.18,18.78,2382.59,11970.35,9.59,0.0
Blue Mountain El East Sch,2018,9.29,294.29,1969.42,12110.46,9.65,320.15
Blue Mountain El West Sch,2018,15.34,814.52,2225.83,10400.18,9.59,378.23
Blue Mountain HS,2018,9.14,18.58,2280.87,10755.43,9.49,0.0
Blue Mountain MS,2018,3.92,18.82,2693.23,10869.76,9.61,0.0
Blue Ridge El Sch,2018,0.0,579.11,1373.83,5493.51,2086.09,8341.6
Blue Ridge HS,2018,0.0,600.36,1313.73,5397.34,1994.83,8195.57
Blue Ridge MS,2018,0.0,587.74,1286.12,5283.89,1952.9,8023.3
Bobtown El Sch,2018,0.0,0.0,0.0,0.0,0.0,0.0
Bodine William W HS,2018,219.19,983.58,1798.79,9358.56,90.68,171.86
Boiling Springs HS,2018,0.0,75.77,7133.14,11578.26,0.0,0.0
Bon Air El Sch,2018,11.69,319.27,1074.25,6276.04,746.36,4360.42
Bon Meade El Sch,2018,33.23,197.05,1598.43,9477.55,478.21,2835.44
Boothwyn El Sch,2018,0.0,0.0,1507.7,10048.47,1695.78,6438.31
Borland Manor El Sch,2018,13.7,208.7,1323.66,8080.36,542.75,3313.27
Bower Hill El Sch,2018,2.93,0.0,1217.82,8077.91,378.48,2510.52
Boyce MS,2018,14.53,570.13,2667.25,14675.06,0.0,0.0
Boys Latin of Philadelphia CS,2018,0.0,1065.48,4730.74,9586.37,0.0,0.0
Bradford Area HS,2018,36.07,182.02,665.19,4269.44,1300.42,8346.56
Bradford Hgts El Sch,2018,62.41,179.4,1570.18,8365.45,463.89,2471.47
Bradford Woods El Sch,2018,67.39,14.08,1741.68,12925.02,1.66,65.93
Brandywine Heights El Sch,2018,61.87,122.05,5164.65,10187.88,2254.15,4446.57
Brandywine Heights HS,2018,100.01,138.64,8348.51,11572.9,3643.76,5051.07
Brandywine Heights Intrmd/MS,2018,53.68,95.29,4480.88,7954.36,1955.71,3471.73
Brandywine-Wallace El Sch,2018,62.41,55.15,1557.16,8565.45,460.04,2530.56
Brecht Sch,2018,44.08,213.18,1645.77,9544.15,435.6,2526.15
Brecknock El Sch,2018,49.99,578.26,2858.75,8247.38,946.75,2731.32
Breezewood El Sch,2018,812.65,773.91,1581.74,5223.92,2060.05,6803.63
Bregy F Amedee Sch,2018,260.55,3027.57,1920.45,10722.78,98.85,383.94
Brentwood MS,2018,0.0,250.59,1442.5,7103.16,1085.98,5347.6
Brentwood SHS,2018,0.0,204.49,1948.52,9102.46,1466.94,6852.77
Bridesburg Sch,2018,210.72,1447.31,2192.56,8294.4,90.84,390.18
Bridge Valley El Sch,2018,21.26,31.61,1323.33,10592.42,351.16,2810.86
Bridgeport El Sch,2018,83.39,1497.86,2809.55,17492.81,473.57,2948.57
Bristol HS,2018,0.0,685.37,155.06,8488.36,0.0,0.0
Bristol MS,2018,0.0,544.5,846.21,6454.89,0.0,0.0
Broad Street El Sch,2018,33.81,412.89,1961.59,10823.73,0.0,88.04
Brockway Area Elementary Sch,2018,33.15,987.96,432.66,3014.19,1152.52,8029.12
Brockway Area JSHS,2018,18.63,0.0,612.6,3787.64,1631.83,10089.44
Brooke El Sch,2018,43.28,7.09,1426.83,11257.81,376.19,2978.86
Brookville JSHS,2018,63.37,441.39,921.47,3859.08,1744.54,7306.09
Brookwood El Sch,2018,48.32,432.99,1557.32,8615.29,823.96,4942.15
Broughal MS,2018,475.12,1411.65,1291.65,9031.13,796.29,5531.35
Brown Henry A Sch,2018,291.9,2505.98,1717.0,8867.26,90.9,472.3
Brown Joseph H Sch,2018,231.98,1232.47,1719.11,8228.66,91.0,539.3
Brownstown El Sch,2018,4.55,493.48,2305.33,7398.77,661.18,2122.02
Brownsville Area El Sch,2018,28.91,360.96,125.28,1564.14,327.66,4090.83
Brownsville Area HS,2018,163.93,574.86,710.37,2491.07,1857.88,6515.11
Brownsville Area MS,2018,55.17,463.06,239.08,2006.6,625.28,5248.02
Bryant William C Sch,2018,304.21,2187.49,2013.9,9557.14,102.75,833.23
Bucher Sch,2018,44.17,6.04,1577.73,8917.16,417.6,2360.2
Buck El Sch,2018,577.56,39.94,2823.53,8950.94,905.87,2871.73
Buckingham El Sch,2018,21.27,31.62,1256.57,11416.3,333.45,3029.49
Bucks County Montessori CS,2018,111.61,0.0,4280.96,9470.18,11.36,0.0
Bucktail Area MS,2018,86.46,42.2,1301.93,7959.88,1448.2,8835.81
Bucktail HS,2018,86.45,42.2,1304.81,7959.88,1448.21,8835.81
Buffalo El Sch,2018,0.0,94.58,1093.95,5924.89,813.7,4407.03
Building 21,2018,203.47,1291.95,1767.39,10716.57,90.68,171.86
Building 21 Allentown,2018,182.19,824.68,834.48,3777.22,1505.54,6814.73
Bullskin El Sch,2018,190.89,455.43,1302.49,3107.49,3253.18,7761.46
Burchfield Primary Sch,2018,0.02,1.66,4.59,29.81,0.52,5.35
Burgard El Sch,2018,12.42,538.62,1961.73,8092.86,829.57,3422.28
Burgettstown El Ctr,2018,22.45,221.37,1488.7,6960.21,1851.44,8656.14
Burgettstown MS/HS,2018,19.09,216.71,711.61,5717.9,885.01,7111.14
Burrell HS,2018,7.17,1.56,1567.38,7480.16,1088.97,5197.0
Burrowes Sch,2018,521.74,681.0,1720.04,5483.87,2182.11,6957.04
Bushkill El Sch,2018,286.42,1338.59,1908.66,11355.28,810.12,4819.7
Butler Area IHS,2018,65.18,28.28,1366.8,5855.86,1264.41,5417.17
Butler Area SHS,2018,75.11,32.58,1574.9,6747.42,1456.92,6241.94
Butler El Sch,2018,21.27,31.63,1237.11,10425.78,328.29,2766.64
Butler MS,2018,85.36,649.15,895.45,5452.89,828.37,5044.39
Bywood El Sch,2018,106.5,828.95,1026.14,5965.94,757.47,4403.94
C E Cole Intermediate Sch,2018,54.25,653.17,1371.98,5803.81,541.92,3564.12
C E McCall MS,2018,0.89,174.82,2289.82,4980.59,1788.53,3890.23
C G Johnson El Sch,2018,388.96,816.05,850.89,4968.45,973.15,5630.2
Cairnbrook El Sch,2018,117.61,780.62,1085.38,4138.63,2712.09,10341.42
Caley El Sch,2018,80.08,47.18,2791.52,14816.5,470.53,2497.45
California Area El Sch,2018,42.18,256.97,780.34,4753.92,1286.51,7837.54
California Area Intermediate MS,2018,32.54,166.1,602.02,3072.92,992.52,5066.16
California Area MS,2018,32.79,166.7,606.59,3084.04,1000.06,5084.5
California Area SHS,2018,57.28,284.66,1059.64,5266.16,1746.98,8682.04
Caln El Sch,2018,15.46,518.73,107.49,9575.95,0.0,211.26
Calypso El Sch,2018,8.91,1328.6,877.58,8764.1,580.46,6144.35
Cambridge Springs El Sch,2018,134.97,974.45,620.42,4086.67,1122.97,7396.91
Cambridge Springs JSHS,2018,134.97,271.85,1065.66,5250.57,1928.85,9503.59
Cameron County JSHS,2018,10.25,0.0,1241.41,5744.67,2760.81,12775.74
Camp Curtin Academy,2018,637.19,1883.08,1128.29,4900.82,1558.12,6767.8
Camp Hill MS,2018,51.69,192.68,2497.62,9309.32,667.25,2487.05
Camp Hill SHS,2018,53.99,196.86,2608.68,9511.5,696.93,2541.06
Canadochly El Sch,2018,110.8,662.33,1283.47,6493.41,749.21,3790.46
Candlebrook El Sch,2018,80.59,47.48,2824.65,15376.36,476.12,2591.82
Canon-McMillan SHS,2018,6.01,4.73,1474.77,7251.66,604.71,2973.47
Canonsburg MS,2018,6.01,4.74,1284.77,7182.57,526.81,2945.14
Canton Area El Sch,2018,4.5,883.8,338.01,3622.53,809.45,8675.07
Canton JSHS,2018,0.0,465.27,448.86,3847.67,1074.91,9214.23
Capital Area School for the Arts Charter School,2018,0.0,0.0,4408.51,10350.05,0.0,0.0
Carbondale Area JSHS,2018,8.84,899.49,1472.26,4416.79,2627.06,7881.18
Carbondale El Sch,2018,154.19,1105.75,1468.2,4404.59,2619.98,7859.93
Carl G Renn El Sch,2018,1.17,548.94,1172.33,4878.18,1492.06,6208.59
Carlisle Area HS,2018,39.78,7.07,2527.27,3057.16,718.75,2646.55
Carlynton JSHS,2018,295.15,0.92,2446.51,14641.16,162.16,2039.05
Carmichaels Area El Ctr,2018,54.77,1132.3,636.27,3195.3,1240.65,6230.5
Carmichaels Area HS,2018,5.9,0.0,702.21,3325.07,1369.24,6483.54
Carmichaels Area MS,2018,8.85,0.0,1053.57,4988.79,2054.35,9727.62
Carnegie El Sch,2018,310.72,1018.9,2252.0,11811.12,17.05,2601.1
Carnell Laura H Sch,2018,216.2,1909.52,1726.04,7023.14,90.95,558.24
Carroll El Sch,2018,26.17,506.49,3640.73,6464.4,2698.54,4782.11
Carson MS,2018,76.97,13.1,1725.49,15491.85,1.66,0.69
Carter and MacRae El Sch,2018,630.4,1285.59,1665.5,6704.86,2112.92,8506.04
Carver HS,2018,191.28,868.76,1795.14,9163.77,90.58,171.68
Catasauqua MS,2018,20.79,307.91,1571.85,8866.41,723.21,3963.01
Catasauqua SHS,2018,21.79,376.54,1622.24,11159.82,746.25,4988.09
Catharine Joseph Sch,2018,300.36,2196.83,1964.53,9300.33,100.54,690.73
Cayuga School,2018,279.3,2593.84,1745.74,8093.45,91.45,1017.0
Cecelia Snyder MS,2018,91.12,671.56,3310.21,16036.98,0.0,0.0
Cecil Intrmd Sch,2018,13.64,207.78,1362.14,7805.33,558.53,3200.49
Cedar Cliff HS,2018,0.0,0.0,828.98,7090.24,0.0,0.0
Cedar Crest HS,2018,55.78,12.59,1517.07,8254.82,461.94,4068.94
Cedar Crest MS,2018,65.01,111.55,1144.17,7376.17,348.4,3666.13
Cedarbrook MS,2018,5.62,18.42,4237.21,19219.31,1.68,0.0
Center El Sch,2018,0.0,479.73,48.08,6103.16,32.72,4154.25
Center Grange Primary School,2018,62.81,201.62,1987.31,6379.16,1570.32,5040.64
Center Twp Sch,2018,85.16,647.57,893.28,5439.67,826.36,5032.16
Center for Student Lrng CS Pennsbury,2018,357.03,162.49,15465.21,12482.13,0.0,0.0
Centerville El Sch,2018,4.59,2.33,1348.33,8769.84,500.56,3255.73
Centerville MS,2018,4.62,18.17,1541.13,9273.62,572.13,3442.76
Central Bucks HS-East,2018,21.27,24.82,1398.01,11935.53,370.98,3167.28
Central Bucks HS-South,2018,21.26,24.81,1462.47,11748.26,388.09,3117.58
Central Bucks HS-West,2018,21.26,24.8,1490.82,11532.47,395.61,3060.32
Central Columbia El Sch,2018,22.25,745.17,2623.52,6195.92,1734.48,4096.31
Central Columbia MS,2018,22.21,335.61,2658.24,5622.62,1757.44,3717.28
Central Columbia SHS,2018,22.81,235.43,5256.03,7959.61,3474.92,5262.33
Central Dauphin East MS,2018,105.43,24.35,1473.21,9215.21,479.65,3000.31
Central Dauphin East SHS,2018,104.22,102.22,1596.39,8723.89,519.76,2840.35
Central Dauphin MS,2018,94.3,21.78,1444.1,7840.71,470.17,2552.8
Central Dauphin SHS,2018,104.88,24.22,1571.38,8515.78,511.61,2772.59
Central El Sch,2018,0.0,776.58,578.64,8680.04,439.61,6594.47
Central HS,2018,22.43,177.8,1181.47,4465.14,1571.01,5937.32
Central Manor El Sch,2018,56.26,174.3,1203.23,6679.0,515.67,2862.43
Central Mountain HS,2018,96.58,164.81,1366.0,6711.88,1516.14,7451.24
Central Mountain MS,2018,86.23,165.65,1140.15,6014.92,1265.49,6677.48
Central PA Digital Lrng Foundation CS,2018,375.68,407.01,6188.41,8137.21,0.0,0.0
Central Valley HS,2018,64.65,207.52,2045.45,6565.8,1616.26,5188.13
Central Valley MS,2018,63.97,205.34,2024.0,6496.95,1599.32,5133.72
Central York HS,2018,0.0,0.0,1442.37,8306.84,533.48,3072.39
Central York MS,2018,0.0,0.0,1382.92,8938.16,511.49,3305.9
Centre Hall-Potter El Sch,2018,105.44,104.69,1550.12,5729.67,1026.84,3795.51
Centre Learning Community CS,2018,0.0,228.47,2435.39,13667.1,0.0,0.0
Cetronia Sch,2018,21.4,382.1,1145.32,12022.46,265.3,2784.88
Chadds Ford El Sch,2018,134.12,299.15,1690.19,12984.24,378.59,2908.34
Chambers Hill El Sch,2018,89.09,420.19,1500.49,10709.0,488.53,3486.66
Charleroi Area El Ctr,2018,40.83,318.73,544.23,4248.84,772.07,6027.67
Charleroi Area HS,2018,44.77,423.72,596.8,5648.33,846.66,8013.07
Charleroi Area MS,2018,40.45,334.36,539.24,4457.23,765.0,6323.3
Charles A Huston MS,2018,7.2,1.56,1090.8,7075.45,757.85,4915.83
Charles F Patton MS,2018,135.86,68.22,1529.07,13538.34,342.5,3032.45
Charles H Boehm MS,2018,65.93,50.45,1801.91,15035.88,0.0,0.0
Charles Kelly El Sch,2018,319.48,1839.02,1567.75,6810.09,1157.28,5027.06
Charles Sumner #18,2018,265.48,879.1,687.63,4539.25,851.22,5619.13
Charles W Longer El Sch,2018,5.48,761.37,902.9,5541.32,727.77,4604.51
Charlestown El Sch,2018,16.73,1.28,3616.48,13127.19,564.43,2048.77
Charlotte Lappla El Sch,2018,0.0,270.46,1811.87,6809.81,1393.47,5237.27
Charter High School for Architecture and Design,2018,109.3,1375.82,5738.03,6799.5,196.79,80.97
Chartiers-Houston JSHS,2018,0.0,0.0,0.0,9975.02,0.0,0.0
Chatham Park El Sch,2018,37.27,228.17,890.61,10893.46,191.97,2348.04
Cheltenham El Sch,2018,5.27,19.38,5415.61,18431.04,2.38,4.24
Cheltenham HS,2018,6.85,190.32,4222.66,19397.65,1.62,0.0
Chester CS for the Arts,2018,148.6,1251.35,6414.24,8866.23,0.0,0.0
Chester Co Family Academy CS,2018,197.29,0.0,5997.1,11224.4,50.96,0.0
Chester Community CS,2018,476.93,1082.83,8648.06,5450.06,175.61,92.62
Chester HS,2018,106.93,876.85,880.44,11422.66,11.87,6.69
Chester Street El Sch,2018,52.48,896.6,1067.0,6109.67,953.07,5456.35
Chester Upland Sch of Arts,2018,251.53,1357.64,2071.0,10305.17,27.91,2773.54
Chestnut Hill El Sch,2018,72.42,454.89,1339.01,5443.51,430.85,4323.77
Chestnut Ridge Central El Sch,2018,76.08,1128.01,963.58,3099.24,2231.25,7176.58
Chestnut Ridge MS,2018,115.64,369.67,791.16,3027.93,1832.0,7011.45
Chestnut Ridge SHS,2018,121.35,257.39,911.12,3252.46,2109.77,7531.35
Chestnutwold El Sch,2018,38.71,235.02,964.7,10383.11,207.94,2238.04
Cheston El Sch,2018,52.74,380.21,1157.08,9395.14,693.62,4067.35
Chichester MS,2018,30.2,50.39,1277.35,8894.82,1326.86,5748.0
Chichester SHS,2018,30.32,62.11,1645.41,9626.16,1495.53,6093.0
Chicora El Sch,2018,74.52,387.56,791.25,2757.78,1912.43,6665.45
Chief Shikellamy Sch,2018,153.76,734.51,735.37,5518.17,788.71,5918.45
Childs George W Sch,2018,263.52,1610.44,1905.02,7755.47,96.11,431.32
Chipperfield El Sch,2018,136.12,745.38,1067.56,10514.79,505.96,5364.95
Choconut Valley El Sch,2018,80.44,1177.92,1831.8,6001.85,2105.33,7376.92
Christopher Columbus CS,2018,0.0,73.72,0.0,0.0,0.0,0.0
Churchville El Sch,2018,0.0,14.93,1908.83,15002.49,149.29,3.64
Circle of Seasons Charter School,2018,28.88,770.59,3361.69,10105.19,0.0,0.0
City CHS,2018,5.83,637.64,6166.53,13227.67,84.25,85.32
Clairton El Sch,2018,126.77,788.69,6324.64,11017.74,758.68,0.0
Clairton MS/HS,2018,188.09,1265.51,8960.96,13148.8,881.6,0.0
Clara Barton El Sch,2018,0.0,812.99,1028.08,9259.48,0.0,1000.55
Clarence M Gockley El Sch,2018,21.13,984.5,1574.04,6995.95,759.22,3313.15
Clarion Area El Sch,2018,1084.87,291.93,4880.46,3909.53,3926.67,3145.49
Clarion Area JSHS,2018,0.0,0.0,6392.27,4362.23,5143.02,3509.72
Clarion-Limestone Area JSHS,2018,25.69,503.94,1191.88,5595.13,1972.38,9259.13
Clarion-Limestone El Sch,2018,26.13,512.51,735.11,4328.04,1216.5,7162.28
Clark El Sch,2018,0.0,715.5,412.15,4588.73,476.36,5303.56
Clark Wood El Sch,2018,33.4,1510.15,1101.36,5101.93,1912.0,8539.59
Clarke El Ctr,2018,40.99,402.52,2149.11,11117.18,9.85,245.87
Clarks Summit El Sch,2018,79.86,206.43,2763.46,7143.61,1252.04,3236.55
Clay El Sch,2018,23.38,545.6,1462.0,7463.68,626.57,3198.72
Claysburg-Kimmel El Sch,2018,225.85,1195.97,681.61,2770.91,1739.63,6804.25
Claysburg-Kimmel HS,2018,57.96,57.95,1029.69,3104.3,2598.6,7622.43
Claysville El Sch,2018,96.35,742.35,969.85,4864.8,1275.49,6397.92
Clear Run El Ctr,2018,59.26,419.45,1521.69,10770.78,715.94,5067.55
Clear Run Intrmd Sch,2018,57.57,443.47,1478.18,11387.58,695.47,5357.75
Clearfield Area El Sch,2018,82.26,400.6,1026.68,4999.63,1355.61,6601.44
Clearfield Area JSHS,2018,115.3,454.94,1439.05,5677.87,1900.11,7496.98
Clearview El Sch,2018,56.66,425.98,1076.44,8335.69,353.6,2906.07
Clemente Roberto MS,2018,286.38,1331.39,1848.91,10563.14,90.68,688.34
Cleona El Sch,2018,25.04,613.88,2419.14,9659.89,0.0,0.0
Clermont El Sch,2018,136.31,1134.02,1610.04,5672.48,951.68,3352.95
Cleveland El Sch,2018,134.62,961.52,616.59,4403.96,1112.43,7945.46
Coatesville Area SD Cyber Academy,2018,0.0,0.0,164.69,3709.05,0.0,0.0
Coatesville Area SHS,2018,0.0,0.0,206.74,11684.78,0.0,0.0
Coatesville Intermediate HS,2018,0.0,0.0,134.62,10710.8,0.0,0.0
Cocalico MS,2018,10.86,32.17,1602.22,9423.43,682.75,4015.57
Cocalico SHS,2018,12.83,32.17,1816.32,10630.21,773.98,4529.82
Cochran Primary Sch,2018,215.5,1280.33,793.26,4727.45,1019.91,6078.15
Cochranton El Sch,2018,326.57,618.12,402.49,4732.47,562.01,5524.53
Cochranton JSHS,2018,350.55,62.31,1780.73,6046.93,2188.28,7058.99
Coebourn El Sch,2018,88.51,108.55,1875.5,8765.63,720.17,3365.9
Cold Spring El Sch,2018,21.25,31.6,1288.49,11953.81,341.92,3172.13
Cole Manor El Sch,2018,171.88,643.73,2126.03,10868.92,718.6,3673.71
College Square El Sch,2018,46.08,170.54,1614.52,5975.45,863.96,3197.57
Collegium CS,2018,0.0,0.0,0.0,0.0,0.0,19.99
Colonel John Siegfried El Sch,2018,55.68,509.83,1659.95,12310.39,19.3,264.09
Colonial El Sch,2018,4.26,23.03,2800.97,13372.49,614.85,2935.42
Colonial MS,2018,0.53,2.78,2504.94,14977.77,549.86,3287.78
Columbia HS,2018,320.74,872.07,2358.67,6433.82,2517.86,6868.03
Columbia MS,2018,212.86,626.6,1265.73,4342.81,1351.15,4635.91
Colwyn El Sch,2018,185.36,564.96,1919.87,5851.7,1758.67,5360.37
Comegys Benjamin B Sch,2018,196.36,2032.33,1854.55,8390.43,90.89,402.43
Comly Watson Sch,2018,248.15,1160.43,1850.71,8289.51,90.67,611.64
Commodore Perry JSHS,2018,176.08,0.0,966.29,4735.04,3635.08,11592.68
Commodore Perry Sch,2018,156.85,1131.02,942.42,3286.95,3545.29,8047.36
Commonwealth Charter Academy CS,2018,21.36,250.34,4978.04,5408.4,0.0,0.0
Community Academy of Philadelphia CS,2018,32.05,1064.13,3626.14,9753.73,0.0,0.0
Concord El Sch,2018,4.03,160.4,2163.57,14997.48,495.95,3468.12
Conemaugh Twp Area El Sch,2018,162.41,69.99,991.97,3473.73,2016.34,7060.92
Conemaugh Twp Area MS/SHS,2018,42.31,187.0,1461.2,3410.39,2970.13,6932.18
Conemaugh Valley El Sch,2018,85.8,880.95,834.87,2428.71,2636.08,7668.64
Conemaugh Valley JSHS,2018,76.61,256.99,881.8,2681.14,2784.28,8465.68
Conestoga El Sch,2018,115.7,284.7,1230.55,6686.58,527.38,2865.68
Conestoga SHS,2018,23.46,76.41,3530.01,11495.66,666.5,2170.48
Conestoga Valley SHS,2018,31.82,73.32,2675.86,9023.25,767.45,2587.93
Conewago El Sch,2018,35.21,558.13,1305.0,7635.8,690.41,4039.73
Conewago Twp El Sch,2018,29.59,176.64,1220.78,7286.25,599.29,3576.89
Conewago Valley Intrmd Sch,2018,30.31,159.66,1250.1,6585.96,613.68,3233.11
Conneaut Area Senior High,2018,6.24,68.42,2438.65,6308.28,2980.57,7710.12
Conneaut Lake MS,2018,37.83,135.83,1987.88,5026.12,2429.63,6143.04
Conneaut Lake-Sadsbury El Sch,2018,53.25,999.49,1620.31,5020.92,1980.37,6136.68
Conneaut Valley El Sch,2018,67.74,1160.31,1716.2,4579.82,2097.58,5597.56
Conneaut Valley MS,2018,44.91,188.21,2259.43,5266.76,2761.52,6437.15
Connellsville Area MS,2018,193.91,437.53,1323.12,2985.36,3304.72,7456.42
Connellsville Area SHS,2018,205.55,534.01,1402.52,3643.68,3502.96,9100.68
Connoquenessing El Sch,2018,89.89,683.56,942.93,5742.0,872.29,5311.84
Connoquenessing Valley El Sch,2018,7.17,353.51,1828.96,8107.92,722.25,3201.78
Conrad Weiser East El Sch,2018,16.61,106.59,1645.39,10559.16,817.12,5243.78
Conrad Weiser HS,2018,21.0,103.5,2080.17,10252.59,1033.03,5091.54
Conrad Weiser MS,2018,16.5,85.69,1634.37,8488.32,811.65,4215.38
Conrad Weiser West El Sch,2018,184.29,1820.41,1390.99,8972.16,690.78,4455.66
Conshohocken El Sch,2018,235.93,1382.32,2479.29,17969.66,544.19,3944.5
Constitution HS,2018,236.39,1119.93,5064.7,8070.48,90.68,171.86
Conwell Russell MS,2018,191.11,1324.93,1701.54,10806.66,90.42,171.37
Cook-Wissahickon Sch,2018,210.46,1077.48,1768.0,8875.85,90.7,350.97
Cooke Jay MS,2018,214.84,2222.51,1730.69,10077.9,90.9,323.55
Coopertown El Sch,2018,38.28,257.66,963.16,12532.19,207.61,2701.26
Copper Beech Sch,2018,110.46,351.97,1819.42,14819.42,0.0,309.43
Corl Street El Sch,2018,29.15,398.05,2253.95,11259.04,286.6,3549.84
Cornell El Sch,2018,321.93,1044.65,2824.99,11140.64,1223.96,4826.81
Cornell HS,2018,340.24,1104.06,3127.66,11758.09,1355.1,5094.32
Cornwall El Sch,2018,49.48,9.97,1160.15,7522.53,353.26,3871.18
Cornwall Terrace El Sch,2018,19.83,830.27,835.43,8930.95,540.89,3209.63
Cornwells El Sch,2018,33.16,456.24,3133.31,13912.34,0.0,0.0
Corry Area HS,2018,53.26,183.42,609.38,3232.68,1693.39,8983.2
Corry Area Intrmd Sch,2018,64.1,1161.37,711.67,2812.72,1977.63,7816.19
Corry Area MS,2018,53.4,183.92,611.03,3241.43,1697.98,9007.53
Corry Area Primary Sch,2018,73.69,1752.6,836.95,3082.43,2325.77,8565.69
Coudersport Area El Sch,2018,0.0,685.73,1057.61,4669.76,1309.99,5784.13
Coudersport Area JSHS,2018,0.0,0.0,1035.57,5580.09,1282.69,6911.69
Cougar Academy,2018,137.64,702.53,1172.99,3580.88,1619.85,4945.03
Council Rock HS North,2018,0.0,59.93,2422.78,17186.5,185.93,98.98
Council Rock HS South,2018,4.14,101.34,2307.88,15443.69,0.11,112.28
Cowanesque Valley JSHS,2018,26.93,78.74,954.92,4646.13,1648.64,7776.68
Crafton El Sch,2018,112.65,1130.19,2226.8,10872.27,62.84,1957.38
Cramp William Sch,2018,301.14,1742.14,2029.85,8624.5,97.06,425.63
Cranberry Area JSHS,2018,0.0,0.0,4068.49,6131.64,6259.21,9433.3
Cranberry El Sch,2018,121.32,477.61,1585.24,3986.42,2464.4,6148.39
Creative and Performing Arts,2018,196.69,813.73,1733.05,9182.87,90.31,366.05
Crestview El Sch,2018,14.75,102.74,2683.05,5377.22,763.2,4911.52
Crestwood Secondary Campus,2018,0.0,35.56,1630.19,6894.51,969.51,4100.32
Crispus Attucks CS,2018,0.0,0.0,0.0,0.0,0.0,0.0
Crossan Kennedy C Sch,2018,204.57,2032.91,1741.1,8781.5,90.7,608.13
Crossroads MS,2018,0.0,0.0,1683.88,6936.41,0.0,0.0
Culbertson El Sch,2018,27.97,187.42,1914.72,13491.61,391.42,2758.01
Cumberland Valley HS,2018,0.0,0.0,2280.54,7333.48,373.37,2422.15
